,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
881,Marvin FriedrichM. Friedrich,20,Niemcy,Środkowy obrońca,ŚOB,750 tys. €,Niemcy,FC Augsburg,"1,00 mln €",Sprzedaż,FC Schalke 04,2016/2017
882,Kaan AyhanK. Ayhan,21,Turcja,Środkowy obrońca,ŚOB,"2,00 mln €",Niemcy,F. Düsseldorf,500 tys. €,Sprzedaż,FC Schalke 04,2016/2017
883,Roman NeustädterR. Neustädter,28,Rosja,Defensywny pomocnik,DPM,"7,00 mln €",Turcja,Fenerbahce,Bez odstępnego,Sprzedaż,FC Schalke 04,2016/2017
884,Joel MatipJ. Matip,24,Kamerun,Środkowy obrońca,ŚOB,"18,00 mln €",Anglia,FC Liverpool,Bez odstępnego,Sprzedaż,FC Schalke 04,2016/2017
885,Michael GspurningM. Gspurning,35,Austria,Bramkarz,BRK,200 tys. €,Niemcy,Union Berlin,Bez odstępnego,Sprzedaż,FC Schalke 04,2016/2017
886,Jhon CórdobaJ. Córdoba,23,Kolumbia,Środkowy napastnik,ŚNP,"3,50 mln €",Hiszpania,Granada CF,"6,50 mln €",Kupno,1.FSV Mainz 05,2016/2017
887,Levin ÖztunaliL. Öztunali,20,Niemcy,Prawy pomocnik,PPM,"3,00 mln €",Niemcy,Bay. Leverkusen,"5,00 mln €",Kupno,1.FSV Mainz 05,2016/2017
888,Jean-Philippe GbaminJ. Gbamin,20,Wybrzeże Kości Słoniowej,Defensywny pomocnik,DPM,"2,50 mln €",Francja,Lens,"5,00 mln €",Kupno,1.FSV Mainz 05,2016/2017
889,Gerrit HoltmannG. Holtmann,21,Niemcy,Lewy napastnik,LNP,600 tys. €,Niemcy,E. Braunschweig,"3,00 mln €",Kupno,1.FSV Mainz 05,2016/2017
890,Jonas LösslJ. Lössl,27,Dania,Bramkarz,BRK,"2,50 mln €",Francja,Guingamp,"2,50 mln €",Kupno,1.FSV Mainz 05,2016/2017
891,Robin QuaisonR. Quaison,23,Szwecja,Cofnięty napastnik,CNP,"2,00 mln €",Włochy,US Palermo,"2,50 mln €",Kupno,1.FSV Mainz 05,2016/2017
892,José RodríguezJ. Rodríguez,21,Hiszpania,Środkowy pomocnik,ŚPM,"2,50 mln €",Turcja,Galatasaray,"2,15 mln €",Kupno,1.FSV Mainz 05,2016/2017
893,Christian ClemensC. Clemens,24,Niemcy,Prawy pomocnik,PPM,"2,50 mln €",Niemcy,FC Schalke 04,"2,00 mln €",Kupno,1.FSV Mainz 05,2016/2017
894,Marin SverkoM. Sverko,18,Chorwacja,Lewy obrońca,LOB,-,Niemcy,Karlsruhe U19,60 tys. €,Kupno,1.FSV Mainz 05,2016/2017
895,Yunus MalliY. Malli,24,Turcja,Ofensywny pomocnik,OPM,"10,00 mln €",Niemcy,Wolfsburg,"12,50 mln €",Sprzedaż,1.FSV Mainz 05,2016/2017
896,Loris KariusL. Karius,23,Niemcy,Bramkarz,BRK,"7,00 mln €",Anglia,FC Liverpool,"6,20 mln €",Sprzedaż,1.FSV Mainz 05,2016/2017
897,Julian BaumgartlingerJ. Baumgartlinger,28,Austria,Defensywny pomocnik,DPM,"6,00 mln €",Niemcy,Bay. Leverkusen,"4,00 mln €",Sprzedaż,1.FSV Mainz 05,2016/2017
898,Christian ClemensC. Clemens,25,Niemcy,Prawy pomocnik,PPM,"3,00 mln €",Niemcy,Köln,"2,75 mln €",Sprzedaż,1.FSV Mainz 05,2016/2017
899,Christoph MoritzC. Moritz,26,Niemcy,Środkowy pomocnik,ŚPM,"1,50 mln €",Niemcy,1.FC K'lautern,250 tys. €,Sprzedaż,1.FSV Mainz 05,2016/2017
900,Elkin SotoE. Soto,35,Kolumbia,Środkowy pomocnik,ŚPM,250 tys. €,Kolumbia,Once Caldas,Bez odstępnego,Sprzedaż,1.FSV Mainz 05,2016/2017
901,Dani SchahinD. Schahin,26,Niemcy,Środkowy napastnik,ŚNP,400 tys. €,Holandia,Roda JC,Bez odstępnego,Sprzedaż,1.FSV Mainz 05,2016/2017
902,Henrique SerenoH. Sereno,31,Portugalia,Środkowy obrońca,ŚOB,750 tys. €,-,Bez klubu,-,Sprzedaż,1.FSV Mainz 05,2016/2017
903,Gianluca CurciG. Curci,31,Włochy,Bramkarz,BRK,700 tys. €,-,Bez klubu,-,Sprzedaż,1.FSV Mainz 05,2016/2017
904,Ondrej DudaO. Duda,21,Słowacja,Ofensywny pomocnik,OPM,"3,20 mln €",Polska,Legia Warszawa,"4,20 mln €",Kupno,Hertha BSC,2016/2017
905,Alexander EssweinA. Esswein,26,Niemcy,Prawy napastnik,PNP,"2,50 mln €",Niemcy,FC Augsburg,"2,50 mln €",Kupno,Hertha BSC,2016/2017
906,Vedad IbisevicV. Ibisevic,31,Bośnia i Hercegowina,Środkowy napastnik,ŚNP,"2,50 mln €",Niemcy,Stuttgart,Bez odstępnego,Kupno,Hertha BSC,2016/2017
907,Tolga CigerciT. Cigerci,24,Turcja,Środkowy pomocnik,ŚPM,"2,50 mln €",Turcja,Galatasaray,"3,00 mln €",Sprzedaż,Hertha BSC,2016/2017
908,Roy BeerensR. Beerens,28,Holandia,Prawy napastnik,PNP,"2,00 mln €",Anglia,Reading,"1,00 mln €",Sprzedaż,Hertha BSC,2016/2017
909,Hajime HosogaiH. Hosogai,30,Japonia,Defensywny pomocnik,DPM,800 tys. €,Niemcy,Stuttgart,700 tys. €,Sprzedaż,Hertha BSC,2016/2017
910,Jens HegelerJ. Hegeler,28,Niemcy,Środkowy pomocnik,ŚPM,"1,00 mln €",Anglia,Bristol City,300 tys. €,Sprzedaż,Hertha BSC,2016/2017
911,Johannes van den BerghJ. van den Bergh,29,Niemcy,Lewy obrońca,LOB,600 tys. €,Hiszpania,Getafe CF,Bez odstępnego,Sprzedaż,Hertha BSC,2016/2017
912,Sascha BurchertS. Burchert,26,Niemcy,Bramkarz,BRK,200 tys. €,Niemcy,Greuther Fürth,Bez odstępnego,Sprzedaż,Hertha BSC,2016/2017
913,RonnyRonny,30,Brazylia,Ofensywny pomocnik,OPM,400 tys. €,-,Bez klubu,-,Sprzedaż,Hertha BSC,2016/2017
914,Yannick GerhardtY. Gerhardt,22,Niemcy,Środkowy pomocnik,ŚPM,"4,50 mln €",Niemcy,Köln,"13,00 mln €",Kupno,VfL Wolfsburg,2016/2017
915,Yunus MalliY. Malli,24,Turcja,Ofensywny pomocnik,OPM,"10,00 mln €",Niemcy,1.FSV Mainz 05,"12,50 mln €",Kupno,VfL Wolfsburg,2016/2017
916,Riechedly BazoerR. Bazoer,20,Holandia,Środkowy pomocnik,ŚPM,"15,00 mln €",Holandia,Ajax,"12,00 mln €",Kupno,VfL Wolfsburg,2016/2017
917,Jeffrey BrumaJ. Bruma,24,Holandia,Środkowy obrońca,ŚOB,"7,75 mln €",Holandia,PSV Eindhoven,"11,50 mln €",Kupno,VfL Wolfsburg,2016/2017
918,Josip BrekaloJ. Brekalo,18,Chorwacja,Lewy napastnik,LNP,"1,00 mln €",Chorwacja,Dinamo Zagrzeb,"10,00 mln €",Kupno,VfL Wolfsburg,2016/2017
919,Jakub BlaszczykowskiJ. Blaszczykowski,30,Polska,Prawy napastnik,PNP,"7,00 mln €",Niemcy,Bor. Dortmund,"5,00 mln €",Kupno,VfL Wolfsburg,2016/2017
920,Paul-Georges NtepP. Ntep,24,Kamerun,Lewy napastnik,LNP,"10,00 mln €",Francja,Rennes,"5,00 mln €",Kupno,VfL Wolfsburg,2016/2017
921,Victor OsimhenV. Osimhen,18,Nigeria,Środkowy napastnik,ŚNP,-,Nigeria,Ult. Strikers,"3,50 mln €",Kupno,VfL Wolfsburg,2016/2017
922,Josuha GuilavoguiJ. Guilavogui,25,Francja,Defensywny pomocnik,DPM,"12,00 mln €",Hiszpania,Atlético Madryt,"3,00 mln €",Kupno,VfL Wolfsburg,2016/2017
923,Mario GómezM. Gómez,31,Niemcy,Środkowy napastnik,ŚNP,"12,00 mln €",Włochy,AC Fiorentina,"1,05 mln €",Kupno,VfL Wolfsburg,2016/2017
924,Daniel DidaviD. Didavi,26,Niemcy,Ofensywny pomocnik,OPM,"7,00 mln €",Niemcy,Stuttgart,Bez odstępnego,Kupno,VfL Wolfsburg,2016/2017
925,Ashkan DejagahA. Dejagah,30,Iran,Prawy napastnik,PNP,"2,30 mln €",Katar,Al Arabi,Bez odstępnego,Kupno,VfL Wolfsburg,2016/2017
926,Julian DraxlerJ. Draxler,23,Niemcy,Środkowy pomocnik,ŚPM,"28,00 mln €",Francja,Paris SG,"36,00 mln €",Sprzedaż,VfL Wolfsburg,2016/2017
927,André SchürrleA. Schürrle,25,Niemcy,Lewy napastnik,LNP,"18,00 mln €",Niemcy,Bor. Dortmund,"30,00 mln €",Sprzedaż,VfL Wolfsburg,2016/2017
928,Bas DostBas Dost,27,Holandia,Środkowy napastnik,ŚNP,"7,50 mln €",Portugalia,Sporting CP,"11,85 mln €",Sprzedaż,VfL Wolfsburg,2016/2017
929,Max KruseMax Kruse,28,Niemcy,Cofnięty napastnik,CNP,"8,00 mln €",Niemcy,Werder Bremen,"7,50 mln €",Sprzedaż,VfL Wolfsburg,2016/2017
930,Bruno HenriqueBruno Henrique,26,Brazylia,Lewy napastnik,LNP,"2,00 mln €",Brazylia,Santos FC,"4,00 mln €",Sprzedaż,VfL Wolfsburg,2016/2017
931,Daniel CaligiuriD. Caligiuri,29,Włochy,Prawy pomocnik,PPM,"6,50 mln €",Niemcy,FC Schalke 04,"2,50 mln €",Sprzedaż,VfL Wolfsburg,2016/2017
932,DanteDante,32,Brazylia,Środkowy obrońca,ŚOB,"2,00 mln €",Francja,OGC Nice,"2,50 mln €",Sprzedaż,VfL Wolfsburg,2016/2017
933,Felipe LopesFelipe Lopes,28,Brazylia,Środkowy obrońca,ŚOB,750 tys. €,Portugalia,Chaves,Bez odstępnego,Sprzedaż,VfL Wolfsburg,2016/2017
934,NaldoNaldo,33,Brazylia,Środkowy obrońca,ŚOB,"4,00 mln €",Niemcy,FC Schalke 04,Bez odstępnego,Sprzedaż,VfL Wolfsburg,2016/2017
935,Marcel SchäferM. Schäfer,32,Niemcy,Lewy obrońca,LOB,"1,00 mln €",Stany Zjednaczone,TB Rowdies,?,Sprzedaż,VfL Wolfsburg,2016/2017
936,Serhou GuirassyS. Guirassy,20,Francja,Środkowy napastnik,ŚNP,"2,00 mln €",Francja,LOSC Lille,"3,80 mln €",Kupno,1.FC Köln,2016/2017
937,Christian ClemensC. Clemens,25,Niemcy,Prawy pomocnik,PPM,"3,00 mln €",Niemcy,1.FSV Mainz 05,"2,75 mln €",Kupno,1.FC Köln,2016/2017
938,Marco HögerM. Höger,26,Niemcy,Defensywny pomocnik,DPM,"4,00 mln €",Niemcy,FC Schalke 04,"1,30 mln €",Kupno,1.FC Köln,2016/2017
939,Konstantin RauschK. Rausch,26,Rosja,Lewy obrońca,LOB,"1,50 mln €",Niemcy,SV Darmstadt 98,Bez odstępnego,Kupno,1.FC Köln,2016/2017
940,Artjoms RudnevsA. Rudnevs,28,Łotwa,Środkowy napastnik,ŚNP,"1,00 mln €",Niemcy,Hamburg,Bez odstępnego,Kupno,1.FC Köln,2016/2017
941,Yannick GerhardtY. Gerhardt,22,Niemcy,Środkowy pomocnik,ŚPM,"4,50 mln €",Niemcy,Wolfsburg,"13,00 mln €",Sprzedaż,1.FC Köln,2016/2017
942,Kevin VogtK. Vogt,24,Niemcy,Środkowy obrońca,ŚOB,"4,00 mln €",Niemcy,Hoffenheim,"3,00 mln €",Sprzedaż,1.FC Köln,2016/2017
943,Mergim MavrajM. Mavraj,30,Albania,Środkowy obrońca,ŚOB,"1,75 mln €",Niemcy,Hamburg,"1,80 mln €",Sprzedaż,1.FC Köln,2016/2017
944,Filip MladenovicF. Mladenovic,25,Serbia,Lewy obrońca,LOB,"2,00 mln €",Belgia,Standard Liège,"1,20 mln €",Sprzedaż,1.FC Köln,2016/2017
945,Dusan SventoD. Svento,30,Słowacja,Lewy obrońca,LOB,750 tys. €,Czechy,Slavia Praga,Bez odstępnego,Sprzedaż,1.FC Köln,2016/2017
946,Bruno NascimentoB. Nascimento,25,Brazylia,Środkowy obrońca,ŚOB,700 tys. €,Cypr,Omonia Nikozja,Bez odstępnego,Sprzedaż,1.FC Köln,2016/2017
947,Daniel MesenhölerD. Mesenhöler,20,Niemcy,Bramkarz,BRK,150 tys. €,Niemcy,Union Berlin,Bez odstępnego,Sprzedaż,1.FC Köln,2016/2017
948,Filip KosticF. Kostic,23,Serbia,Lewy pomocnik,LPM,"10,00 mln €",Niemcy,Stuttgart,"14,00 mln €",Kupno,Hamburger SV,2016/2017
949,WalaceWalace,21,Brazylia,Defensywny pomocnik,DPM,"9,00 mln €",Brazylia,Grêmio,"9,20 mln €",Kupno,Hamburger SV,2016/2017
950,Douglas SantosD. Santos,22,Brazylia,Lewy obrońca,LOB,"6,00 mln €",Brazylia,Atlético-MG,"6,50 mln €",Kupno,Hamburger SV,2016/2017
951,Alen HalilovicA. Halilovic,20,Chorwacja,Ofensywny pomocnik,OPM,"10,00 mln €",Hiszpania,FC Barcelona,"5,00 mln €",Kupno,Hamburger SV,2016/2017
952,Bobby WoodB. Wood,23,Stany Zjednaczone,Środkowy napastnik,ŚNP,"1,50 mln €",Niemcy,Union Berlin,"4,00 mln €",Kupno,Hamburger SV,2016/2017
953,Mergim MavrajM. Mavraj,30,Albania,Środkowy obrońca,ŚOB,"1,75 mln €",Niemcy,Köln,"1,80 mln €",Kupno,Hamburger SV,2016/2017
954,Luca WaldschmidtL. Waldschmidt,20,Niemcy,Środkowy napastnik,ŚNP,"1,00 mln €",Niemcy,E. Frankfurt,"1,30 mln €",Kupno,Hamburger SV,2016/2017
955,Arianit FeratiA. Ferati,18,Niemcy,Lewy napastnik,LNP,600 tys. €,Niemcy,Stuttgart,850 tys. €,Kupno,Hamburger SV,2016/2017
956,Christian MatheniaC. Mathenia,24,Niemcy,Bramkarz,BRK,"2,50 mln €",Niemcy,SV Darmstadt 98,800 tys. €,Kupno,Hamburger SV,2016/2017
957,Bakery JattaB. Jatta,18,Gambia,Lewy napastnik,LNP,-,Gambia,Brikama United,Bez odstępnego,Kupno,Hamburger SV,2016/2017
958,Kerem DemirbayK. Demirbay,23,Niemcy,Środkowy pomocnik,ŚPM,"1,30 mln €",Niemcy,Hoffenheim,"4,70 mln €",Sprzedaż,Hamburger SV,2016/2017
959,Cléber ReisC. Reis,26,Brazylia,Środkowy obrońca,ŚOB,"2,50 mln €",Brazylia,Santos FC,"2,50 mln €",Sprzedaż,Hamburger SV,2016/2017
960,Zoltán StieberZ. Stieber,27,Węgry,Lewy napastnik,LNP,800 tys. €,Niemcy,1.FC K'lautern,250 tys. €,Sprzedaż,Hamburger SV,2016/2017
961,Philipp MüllerP. Müller,21,Niemcy,Prawy napastnik,PNP,100 tys. €,Niemcy,Wehen Wiesbaden,Bez odstępnego,Sprzedaż,Hamburger SV,2016/2017
962,Ivo IlicevicI. Ilicevic,29,Chorwacja,Lewy napastnik,LNP,"1,50 mln €",Rosja,Anży,Bez odstępnego,Sprzedaż,Hamburger SV,2016/2017
963,Artjoms RudnevsA. Rudnevs,28,Łotwa,Środkowy napastnik,ŚNP,"1,00 mln €",Niemcy,Köln,Bez odstępnego,Sprzedaż,Hamburger SV,2016/2017
964,Matti SteinmannM. Steinmann,21,Niemcy,Defensywny pomocnik,DPM,250 tys. €,Niemcy,FSV Mainz 05 II,Bez odstępnego,Sprzedaż,Hamburger SV,2016/2017
965,Ivica OlicI. Olic,36,Chorwacja,Środkowy napastnik,ŚNP,500 tys. €,Niemcy,1860 München,Bez odstępnego,Sprzedaż,Hamburger SV,2016/2017
966,Jaroslav DrobnyJ. Drobny,36,Czechy,Bramkarz,BRK,500 tys. €,Niemcy,Werder Bremen,Bez odstępnego,Sprzedaż,Hamburger SV,2016/2017
967,Gojko KacarG. Kacar,29,Serbia,Defensywny pomocnik,DPM,"1,25 mln €",Niemcy,FC Augsburg,Bez odstępnego,Sprzedaż,Hamburger SV,2016/2017
968,Emir SpahicE. Spahic,36,Bośnia i Hercegowina,Środkowy obrońca,ŚOB,750 tys. €,-,Koniec kariery,-,Sprzedaż,Hamburger SV,2016/2017
969,Marcel TisserandM. Tisserand,23,Demokratyczna Republika Kongo,Środkowy obrońca,ŚOB,"2,00 mln €",Francja,Monaco,"3,50 mln €",Kupno,FC Ingolstadt 04,2016/2017
970,Florent HadergjonajF. Hadergjonaj,22,Kosowo,Prawy obrońca,POB,"3,00 mln €",Szwajcaria,BSC Young Boys,"2,00 mln €",Kupno,FC Ingolstadt 04,2016/2017
971,Robert LeipertzR. Leipertz,23,Niemcy,Prawy napastnik,PNP,"1,30 mln €",Niemcy,FC Schalke 04,"1,50 mln €",Kupno,FC Ingolstadt 04,2016/2017
972,Martin HansenM. Hansen,26,Dania,Bramkarz,BRK,"1,50 mln €",Holandia,ADO Den Haag,950 tys. €,Kupno,FC Ingolstadt 04,2016/2017
973,Hauke WahlH. Wahl,22,Niemcy,Środkowy obrońca,ŚOB,800 tys. €,Niemcy,SC Paderborn,Bez odstępnego,Kupno,FC Ingolstadt 04,2016/2017
974,Nico RinderknechtN. Rinderknecht,18,Niemcy,Środkowy pomocnik,ŚPM,150 tys. €,Niemcy,Frankfurt U19,Bez odstępnego,Kupno,FC Ingolstadt 04,2016/2017
975,Kerem BülbülK. Bülbül,21,Niemcy,Ofensywny pomocnik,OPM,100 tys. €,Niemcy,Hertha BSC II,Bez odstępnego,Kupno,FC Ingolstadt 04,2016/2017
976,Sonny KittelS. Kittel,23,Niemcy,Lewy napastnik,LNP,500 tys. €,Niemcy,E. Frankfurt,Bez odstępnego,Kupno,FC Ingolstadt 04,2016/2017
977,Fabijan BunticF. Buntic,19,Chorwacja,Bramkarz,BRK,-,Niemcy,VfB Stuttg. U19,Bez odstępnego,Kupno,FC Ingolstadt 04,2016/2017
978,Robert BauerR. Bauer,21,Niemcy,Prawy obrońca,POB,"2,00 mln €",Niemcy,Werder Bremen,"2,50 mln €",Sprzedaż,FC Ingolstadt 04,2016/2017
979,Benjamin HübnerB. Hübner,26,Niemcy,Środkowy obrońca,ŚOB,"2,25 mln €",Niemcy,Hoffenheim,800 tys. €,Sprzedaż,FC Ingolstadt 04,2016/2017
980,Ramazan ÖzcanR. Özcan,32,Austria,Bramkarz,BRK,"1,25 mln €",Niemcy,Bay. Leverkusen,500 tys. €,Sprzedaż,FC Ingolstadt 04,2016/2017
981,Danny da CostaD. da Costa,22,Niemcy,Prawy obrońca,POB,"1,00 mln €",Niemcy,Bay. Leverkusen,500 tys. €,Sprzedaż,FC Ingolstadt 04,2016/2017
982,Konstantin EngelK. Engel,28,Kazachstan,Prawy obrońca,POB,500 tys. €,Kazachstan,FC Astana,Bez odstępnego,Sprzedaż,FC Ingolstadt 04,2016/2017
983,Danilo SoaresD. Soares,24,Brazylia,Lewy obrońca,LOB,"1,50 mln €",-,Bez klubu,-,Sprzedaż,FC Ingolstadt 04,2016/2017
984,Martin HintereggerM. Hinteregger,23,Austria,Środkowy obrońca,ŚOB,"6,00 mln €",Austria,RB Salzburg,"10,50 mln €",Kupno,FC Augsburg,2016/2017
985,Jonathan SchmidJ. Schmid,26,Francja,Prawy obrońca,POB,"2,50 mln €",Niemcy,Hoffenheim,"5,20 mln €",Kupno,FC Augsburg,2016/2017
986,Alfred FinnbogasonA. Finnbogason,27,Islandia,Środkowy napastnik,ŚNP,"5,00 mln €",Hiszpania,Real Sociedad,"4,00 mln €",Kupno,FC Augsburg,2016/2017
987,Moritz LeitnerM. Leitner,24,Niemcy,Środkowy pomocnik,ŚPM,"1,40 mln €",Włochy,Lazio Rzym,"1,50 mln €",Kupno,FC Augsburg,2016/2017
988,Takashi UsamiT. Usami,24,Japonia,Lewy napastnik,LNP,"2,50 mln €",Japonia,Gamba Osaka,"1,50 mln €",Kupno,FC Augsburg,2016/2017
989,Marvin FriedrichM. Friedrich,20,Niemcy,Środkowy obrońca,ŚOB,750 tys. €,Niemcy,FC Schalke 04,"1,00 mln €",Kupno,FC Augsburg,2016/2017
990,Gojko KacarG. Kacar,29,Serbia,Defensywny pomocnik,DPM,"1,25 mln €",Niemcy,Hamburg,Bez odstępnego,Kupno,FC Augsburg,2016/2017
991,Georg TeiglG. Teigl,25,Austria,Prawy pomocnik,PPM,750 tys. €,Niemcy,RB Leipzig,Bez odstępnego,Kupno,FC Augsburg,2016/2017
992,Andreas LutheA. Luthe,29,Niemcy,Bramkarz,BRK,500 tys. €,Niemcy,VfL Bochum,Bez odstępnego,Kupno,FC Augsburg,2016/2017
993,Jung-ho HongJ. Hong,26,Korea Południowa,Środkowy obrońca,ŚOB,"2,50 mln €",Chiny,JS Suning,"6,00 mln €",Sprzedaż,FC Augsburg,2016/2017
994,Ragnar KlavanR. Klavan,30,Estonia,Środkowy obrońca,ŚOB,"3,50 mln €",Anglia,FC Liverpool,"5,00 mln €",Sprzedaż,FC Augsburg,2016/2017
995,Alexander EssweinA. Esswein,26,Niemcy,Prawy napastnik,PNP,"2,50 mln €",Niemcy,Hertha BSC,"2,50 mln €",Sprzedaż,FC Augsburg,2016/2017
996,Tobias WernerT. Werner,31,Niemcy,Lewy napastnik,LNP,"1,50 mln €",Niemcy,Stuttgart,"1,00 mln €",Sprzedaż,FC Augsburg,2016/2017
997,Nikola DjurdjicN. Djurdjic,30,Serbia,Środkowy napastnik,ŚNP,"1,00 mln €",Serbia,Partizan,400 tys. €,Sprzedaż,FC Augsburg,2016/2017
998,Sascha MöldersS. Mölders,31,Niemcy,Środkowy napastnik,ŚNP,750 tys. €,Niemcy,1860 München,150 tys. €,Sprzedaż,FC Augsburg,2016/2017
999,Maik UhdeMaik Uhde,22,Niemcy,Defensywny pomocnik,DPM,100 tys. €,Niemcy,TSV Schwabmünchen,Bez odstępnego,Sprzedaż,FC Augsburg,2016/2017
1000,Alexander ManningerA. Manninger,39,Austria,Bramkarz,BRK,200 tys. €,Anglia,FC Liverpool,Bez odstępnego,Sprzedaż,FC Augsburg,2016/2017
1001,Piotr TrochowskiP. Trochowski,32,Niemcy,Ofensywny pomocnik,OPM,750 tys. €,-,pauzuje,-,Sprzedaż,FC Augsburg,2016/2017
1002,Max KruseMax Kruse,28,Niemcy,Cofnięty napastnik,CNP,"8,00 mln €",Niemcy,Wolfsburg,"7,50 mln €",Kupno,SV Werder Bremen,2016/2017
1003,Serge GnabryS. Gnabry,21,Niemcy,Prawy napastnik,PNP,"2,50 mln €",Anglia,FC Arsenal,"5,00 mln €",Kupno,SV Werder Bremen,2016/2017
1004,Florian KainzF. Kainz,23,Austria,Lewy napastnik,LNP,"4,50 mln €",Austria,Rapid Wiedeń,"3,50 mln €",Kupno,SV Werder Bremen,2016/2017
1005,Robert BauerR. Bauer,21,Niemcy,Prawy obrońca,POB,"2,00 mln €",Niemcy,FC Ingolstadt,"2,50 mln €",Kupno,SV Werder Bremen,2016/2017
1006,Thomas DelaneyT. Delaney,25,Dania,Środkowy pomocnik,ŚPM,"3,50 mln €",Dania,FC Kopenhaga,"2,00 mln €",Kupno,SV Werder Bremen,2016/2017
1007,Niklas MoisanderN. Moisander,30,Finlandia,Środkowy obrońca,ŚOB,"3,00 mln €",Włochy,UC Sampdoria,"1,70 mln €",Kupno,SV Werder Bremen,2016/2017
1008,Fallou DiagneF. Diagne,26,Senegal,Środkowy obrońca,ŚOB,"2,00 mln €",Francja,Rennes,"1,50 mln €",Kupno,SV Werder Bremen,2016/2017
1009,Justin EilersJ. Eilers,28,Niemcy,Prawy napastnik,PNP,550 tys. €,Niemcy,Dynamo Dresden,Bez odstępnego,Kupno,SV Werder Bremen,2016/2017
1010,Lamine SanéL. Sané,29,Senegal,Środkowy obrońca,ŚOB,"4,00 mln €",Francja,G. Bordeaux,Bez odstępnego,Kupno,SV Werder Bremen,2016/2017
1011,Lennart ThyL. Thy,24,Niemcy,Środkowy napastnik,ŚNP,"1,00 mln €",Niemcy,St. Pauli,Bez odstępnego,Kupno,SV Werder Bremen,2016/2017
1012,Thanos PetsosT. Petsos,25,Grecja,Defensywny pomocnik,DPM,"1,50 mln €",Austria,Rapid Wiedeń,Bez odstępnego,Kupno,SV Werder Bremen,2016/2017
1013,Jaroslav DrobnyJ. Drobny,36,Czechy,Bramkarz,BRK,500 tys. €,Niemcy,Hamburg,Bez odstępnego,Kupno,SV Werder Bremen,2016/2017
1014,Jannik VestergaardJ. Vestergaard,23,Dania,Środkowy obrońca,ŚOB,"7,00 mln €",Niemcy,M´gladbach,"12,50 mln €",Sprzedaż,SV Werder Bremen,2016/2017
1015,Anthony UjahA. Ujah,25,Nigeria,Środkowy napastnik,ŚNP,"5,50 mln €",Chiny,Liaoning FC,"11,50 mln €",Sprzedaż,SV Werder Bremen,2016/2017
1016,Alejandro GálvezA. Gálvez,27,Hiszpania,Środkowy obrońca,ŚOB,"2,50 mln €",Hiszpania,SD Eibar,"1,50 mln €",Sprzedaż,SV Werder Bremen,2016/2017
1017,Felix KroosF. Kroos,25,Niemcy,Środkowy pomocnik,ŚPM,"1,30 mln €",Niemcy,Union Berlin,500 tys. €,Sprzedaż,SV Werder Bremen,2016/2017
1018,Oliver HüsingO. Hüsing,23,Niemcy,Środkowy obrońca,ŚOB,350 tys. €,Węgry,Ferencváros,300 tys. €,Sprzedaż,SV Werder Bremen,2016/2017
1019,Lukas FrödeL. Fröde,21,Niemcy,Defensywny pomocnik,DPM,400 tys. €,Niemcy,Würzb. Kickers,200 tys. €,Sprzedaż,SV Werder Bremen,2016/2017
1020,Janek SternbergJ. Sternberg,24,Niemcy,Lewy obrońca,LOB,500 tys. €,Węgry,Ferencváros,100 tys. €,Sprzedaż,SV Werder Bremen,2016/2017
1021,Julian von HaackeJ. von Haacke,22,Niemcy,Środkowy pomocnik,ŚPM,250 tys. €,Holandia,NEC Nijmegen,100 tys. €,Sprzedaż,SV Werder Bremen,2016/2017
1022,Mateo PavlovicM. Pavlovic,26,Chorwacja,Środkowy obrońca,ŚOB,250 tys. €,Francja,SCO Angers,Bez odstępnego,Sprzedaż,SV Werder Bremen,2016/2017
1023,Özkan YildirimÖ. Yildirim,23,Niemcy,Ofensywny pomocnik,OPM,250 tys. €,Niemcy,F. Düsseldorf,Bez odstępnego,Sprzedaż,SV Werder Bremen,2016/2017
1024,Roman BezjakR. Bezjak,27,Słowenia,Środkowy napastnik,ŚNP,"2,50 mln €",Chorwacja,HNK Rijeka,"2,00 mln €",Kupno,SV Darmstadt 98,2016/2017
1025,Immanuel HöhnI. Höhn,24,Niemcy,Środkowy obrońca,ŚOB,"1,30 mln €",Niemcy,SC Freiburg,750 tys. €,Kupno,SV Darmstadt 98,2016/2017
1026,Patrick BanggaardP. Banggaard,22,Dania,Środkowy obrońca,ŚOB,700 tys. €,Dania,FC Midtjylland,600 tys. €,Kupno,SV Darmstadt 98,2016/2017
1027,Michael EsserM. Esser,28,Niemcy,Bramkarz,BRK,900 tys. €,Austria,Sturm Graz,350 tys. €,Kupno,SV Darmstadt 98,2016/2017
1028,Victor ObinnaV. Obinna,29,Nigeria,Cofnięty napastnik,CNP,500 tys. €,Niemcy,MSV Duisburg,Bez odstępnego,Kupno,SV Darmstadt 98,2016/2017
1029,Hamit AltintopH. Altintop,34,Turcja,Prawy pomocnik,PPM,300 tys. €,Turcja,Galatasaray,Bez odstępnego,Kupno,SV Darmstadt 98,2016/2017
1030,Denys OliynykD. Oliynyk,29,Ukraina,Lewy napastnik,LNP,900 tys. €,Holandia,Vitesse,Bez odstępnego,Kupno,SV Darmstadt 98,2016/2017
