,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
995,Aleksandr BelenovA. Belenov,29,Rosja,Bramkarz,BRK,"4,00 mln €",Rosja,Kubań Krasnodar,?,Kupno,Anży Machaczkała,2016/2017
996,Sergey KaretnikS. Karetnik,21,Rosja,Środkowy pomocnik,ŚPM,300 tys. €,Rosja,Kubań Krasnodar,?,Kupno,Anży Machaczkała,2016/2017
997,Svyatoslav GeorgievskiS. Georgievski,20,Rosja,Prawy napastnik,PNP,300 tys. €,Rosja,Kubań Krasnodar,?,Kupno,Anży Machaczkała,2016/2017
998,Dmitri KudryashovD. Kudryashov,33,Rosja,Środkowy pomocnik,ŚPM,50 tys. €,-,pauzuje,-,Kupno,Anży Machaczkała,2016/2017
999,Maksym BilyiM. Bilyi,26,Ukraina,Środkowy obrońca,ŚOB,700 tys. €,-,Bez klubu,-,Kupno,Anży Machaczkała,2016/2017
1000,Kamil AgalarovK. Agalarov,28,Rosja,Defensywny pomocnik,DPM,250 tys. €,-,pauzuje,-,Kupno,Anży Machaczkała,2016/2017
1001,Gabriel ObertanG. Obertan,27,Francja,Ofensywny pomocnik,OPM,"1,00 mln €",-,Bez klubu,-,Kupno,Anży Machaczkała,2016/2017
1002,Bernard BerishaB. Berisha,25,Kosowo,Lewy napastnik,LNP,"2,00 mln €",Rosja,Terek Grozny,"2,50 mln €",Sprzedaż,Anży Machaczkała,2016/2017
1003,Jonathan MensahJ. Mensah,26,Ghana,Środkowy obrońca,ŚOB,400 tys. €,Stany Zjednaczone,Columbus Crew,500 tys. €,Sprzedaż,Anży Machaczkała,2016/2017
1004,Andrey EshchenkoA. Eshchenko,32,Rosja,Prawy obrońca,POB,"1,20 mln €",Rosja,Spartak Moskwa,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1005,Ivan MaevskiyI. Maevskiy,28,Białoruś,Defensywny pomocnik,DPM,800 tys. €,Kazachstan,FC Astana,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1006,Gabriel ObertanG. Obertan,27,Francja,Ofensywny pomocnik,OPM,"1,00 mln €",Anglia,Wigan,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1007,Aleksandr ZhirovA. Zhirov,25,Rosja,Środkowy obrońca,ŚOB,500 tys. €,Rosja,Tom Tomsk,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1008,Mekhti DzhenetovM. Dzhenetov,24,Azerbejdżan,Bramkarz,BRK,100 tys. €,Azerbejdżan,Sumqayit,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1009,Ali GadzhibekovA. Gadzhibekov,27,Rosja,Środkowy obrońca,ŚOB,"1,00 mln €",Rosja,KS Samara,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1010,Islamnur AbdulavovI. Abdulavov,22,Rosja,Środkowy napastnik,ŚNP,300 tys. €,Rosja,Ufa,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1011,Ivo IlicevicI. Ilicevic,30,Chorwacja,Lewy napastnik,LNP,"1,50 mln €",Kazachstan,Kairat Almaty,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1012,Ilya MaksimovI. Maksimov,29,Rosja,Środkowy pomocnik,ŚPM,"2,70 mln €",Rosja,Arsenal Tula,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1013,Anvar GazimagomedovA. Gazimagomedov,28,Rosja,Lewy pomocnik,LPM,200 tys. €,Rosja,Armavir,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1014,Aleksandr KrivoruchkoA. Krivoruchko,31,Rosja,Bramkarz,BRK,200 tys. €,Rosja,SKA Khabarovsk,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1015,Lorenzo EbecilioL. Ebecilio,25,Holandia,Ofensywny pomocnik,OPM,700 tys. €,Cypr,APOEL Nikosia,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1016,Evgeniy PomazanE. Pomazan,27,Rosja,Bramkarz,BRK,700 tys. €,Rosja,Kubań Krasnodar,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1017,Darko LazicD. Lazic,22,Serbia,Środkowy obrońca,ŚOB,800 tys. €,Turcja,Alanyaspor,Bez odstępnego,Sprzedaż,Anży Machaczkała,2016/2017
1018,Aleksandr BelenovA. Belenov,30,Rosja,Bramkarz,BRK,"5,00 mln €",Rosja,Ufa,?,Sprzedaż,Anży Machaczkała,2016/2017
1019,Amadou MoutariA. Moutari,23,Niger,Lewy napastnik,LNP,500 tys. €,Węgry,Ferencváros,?,Sprzedaż,Anży Machaczkała,2016/2017
1020,Yannick BoliY. Boli,29,Wybrzeże Kości Słoniowej,Środkowy napastnik,ŚNP,"1,50 mln €",Chiny,DL Yifang,?,Sprzedaż,Anży Machaczkała,2016/2017
1021,Karlen MkrtchyanK. Mkrtchyan,28,Armenia,Defensywny pomocnik,DPM,400 tys. €,-,Bez klubu,-,Sprzedaż,Anży Machaczkała,2016/2017
1022,Murad QurbanovM. Qurbanov,24,Rosja,Prawy obrońca,POB,100 tys. €,-,Bez klubu,-,Sprzedaż,Anży Machaczkała,2016/2017
1023,XandãoXandão,29,Brazylia,Środkowy obrońca,ŚOB,"2,00 mln €",-,Bez klubu,-,Sprzedaż,Anży Machaczkała,2016/2017
1024,Mohammed RabiuM. Rabiu,27,Ghana,Defensywny pomocnik,DPM,"1,20 mln €",-,pauzuje,-,Sprzedaż,Anży Machaczkała,2016/2017
1025,Kirill KombarovK. Kombarov,29,Rosja,Prawy obrońca,POB,700 tys. €,Rosja,Tom Tomsk,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1026,Lukas TesakL. Tesak,31,Słowacja,Lewy obrońca,LOB,750 tys. €,Kazachstan,Kairat Almaty,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1027,Gia GrigalavaG. Grigalava,27,Gruzja,Środkowy obrońca,ŚOB,450 tys. €,Cypr,Ethnikos,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1028,Mihail AleksandrovM. Aleksandrov,27,Bułgaria,Lewy obrońca,LOB,450 tys. €,Polska,Legia Warszawa,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1029,Nikita BurmistrovN. Burmistrov,26,Rosja,Lewy napastnik,LNP,500 tys. €,Rosja,Krasnodar,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1030,Igor GorbatenkoI. Gorbatenko,27,Rosja,Ofensywny pomocnik,OPM,600 tys. €,Rosja,KS Samara,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1031,Aleksandr GorbatyukA. Gorbatyuk,31,Rosja,Środkowy obrońca,ŚOB,150 tys. €,Rosja,Sokol Saratov,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1032,Alexandru BourceanuA. Bourceanu,31,Rumunia,Defensywny pomocnik,DPM,500 tys. €,Rumunia,Steaua Bukarest,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1033,Ilya MaksimovI. Maksimov,29,Rosja,Środkowy pomocnik,ŚPM,"2,70 mln €",Rosja,Anży,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1034,Ivan IvanovI. Ivanov,28,Bułgaria,Środkowy obrońca,ŚOB,900 tys. €,Grecja,Panathinaikos,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1035,Ruslan MukhametshinR. Mukhametshin,34,Rosja,Środkowy napastnik,ŚNP,250 tys. €,Rosja,Mordovia,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1036,Khyzyr AppaevK. Appaev,26,Rosja,Środkowy napastnik,ŚNP,400 tys. €,Rosja,Orenburg,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1037,Aleksandr StolyarenkoA. Stolyarenko,25,Rosja,Środkowy obrońca,ŚOB,200 tys. €,Rosja,Sokol Saratov,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1038,Federico RasicF. Rasic,24,Argentyna,Środkowy napastnik,ŚNP,900 tys. €,Argentyna,Gimnasia,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1039,Aleksandr SheshukovA. Sheshukov,33,Rosja,Defensywny pomocnik,DPM,400 tys. €,Rosja,Loko Moskwa,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1040,Oleg VlasovO. Vlasov,31,Rosja,Ofensywny pomocnik,OPM,400 tys. €,Rosja,Mordovia,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1041,Roman GerusR. Gerus,35,Rosja,Bramkarz,BRK,150 tys. €,Rosja,Amkar Perm,Bez odstępnego,Kupno,Arsenal Tula,2016/2017
1042,Vladimir GabulovV. Gabulov,33,Rosja,Bramkarz,BRK,"2,50 mln €",-,Bez klubu,-,Kupno,Arsenal Tula,2016/2017
1043,Emmanuel FrimpongE. Frimpong,24,Ghana,Defensywny pomocnik,DPM,"1,00 mln €",-,Bez klubu,-,Kupno,Arsenal Tula,2016/2017
1044,Ruslan MukhametshinR. Mukhametshin,35,Rosja,Środkowy napastnik,ŚNP,100 tys. €,Kazachstan,Taraz,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1045,Emmanuel FrimpongE. Frimpong,25,Ghana,Defensywny pomocnik,DPM,600 tys. €,Szwecja,AFC Eskilstuna,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1046,Pavel DeobaldP. Deobald,26,Rosja,Ofensywny pomocnik,OPM,350 tys. €,Rosja,Mordovia,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1047,Andrey GorbanetsA. Gorbanets,31,Rosja,Lewy pomocnik,LPM,200 tys. €,Kazachstan,Taraz,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1048,Aleksandr GorbatyukA. Gorbatyuk,31,Rosja,Środkowy obrońca,ŚOB,150 tys. €,Rosja,Tambov,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1049,Aleksey BazanovA. Bazanov,30,Rosja,Cofnięty napastnik,CNP,300 tys. €,Rosja,Tekstilshchik,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1050,Igor KaleshinI. Kaleshin,33,Rosja,Środkowy obrońca,ŚOB,50 tys. €,Rosja,FK Sochi,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1051,Khyzyr AppaevK. Appaev,26,Rosja,Środkowy napastnik,ŚNP,300 tys. €,Łotwa,Ryga,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1052,Aleksandr SheshukovA. Sheshukov,33,Rosja,Defensywny pomocnik,DPM,200 tys. €,Rosja,Baltika,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1053,Igor KotIgor Kot,36,Rosja,Bramkarz,BRK,100 tys. €,Rosja,Mordovia,Bez odstępnego,Sprzedaż,Arsenal Tula,2016/2017
1054,Artem DudolevA. Dudolev,24,Rosja,Cofnięty napastnik,CNP,250 tys. €,Rosja,Sokol Saratov,?,Sprzedaż,Arsenal Tula,2016/2017
1055,Goran VujovicG. Vujovic,29,Czarnogóra,Środkowy napastnik,ŚNP,200 tys. €,Czarnogóra,B. Podgorica,?,Sprzedaż,Arsenal Tula,2016/2017
1056,Roman GerusR. Gerus,36,Rosja,Bramkarz,BRK,100 tys. €,-,Koniec kariery,-,Sprzedaż,Arsenal Tula,2016/2017
1057,Sergey KotovS. Kotov,34,Rosja,Bramkarz,BRK,75 tys. €,-,Koniec kariery,-,Sprzedaż,Arsenal Tula,2016/2017
1058,Sergey MaslovS. Maslov,26,Rosja,Prawy napastnik,PNP,400 tys. €,-,Koniec kariery,-,Sprzedaż,Arsenal Tula,2016/2017
1059,Dmitri A. SmirnovD. Smirnov,36,Rosja,Środkowy pomocnik,ŚPM,25 tys. €,-,Koniec kariery,-,Sprzedaż,Arsenal Tula,2016/2017
1060,Vitaliy FedotovV. Fedotov,24,Ukraina,Środkowy pomocnik,ŚPM,750 tys. €,-,Bez klubu,-,Sprzedaż,Arsenal Tula,2016/2017
1061,Lukas TesakL. Tesak,31,Słowacja,Lewy obrońca,LOB,600 tys. €,-,Bez klubu,-,Sprzedaż,Arsenal Tula,2016/2017
1062,Aaron OlanareA. Olanare,22,Nigeria,Środkowy napastnik,ŚNP,"1,20 mln €",Chiny,GZ R&F,Bez odstępnego,Kupno,CSKA Moskwa,2016/2017
1063,Ahmed MusaA. Musa,23,Nigeria,Lewy napastnik,LNP,"18,00 mln €",Anglia,Leicester City,"19,50 mln €",Sprzedaż,CSKA Moskwa,2016/2017
1064,Carlos StrandbergC. Strandberg,20,Szwecja,Środkowy napastnik,ŚNP,"1,00 mln €",Belgia,FC Brügge,"1,50 mln €",Sprzedaż,CSKA Moskwa,2016/2017
1065,Roman ShirokovR. Shirokov,34,Rosja,Środkowy pomocnik,ŚPM,"1,00 mln €",-,Koniec kariery,-,Sprzedaż,CSKA Moskwa,2016/2017
1066,Aleksandrs CaunaA. Cauna,28,Łotwa,Defensywny pomocnik,DPM,300 tys. €,-,pauzuje,-,Sprzedaż,CSKA Moskwa,2016/2017
1067,NaldoNaldo,28,Brazylia,Środkowy obrońca,ŚOB,"3,75 mln €",Portugalia,Sporting CP,"4,50 mln €",Kupno,FK Krasnodar,2016/2017
1068,Stanislav KritsyukS. Kritsyuk,25,Rosja,Bramkarz,BRK,"4,00 mln €",Portugalia,Braga,"4,00 mln €",Kupno,FK Krasnodar,2016/2017
1069,Viktor ClaessonV. Claesson,25,Szwecja,Lewy napastnik,LNP,"1,50 mln €",Szwecja,Elfsborg,"2,00 mln €",Kupno,FK Krasnodar,2016/2017
1070,Cristian RamírezC. Ramírez,22,Ekwador,Lewy obrońca,LOB,"1,50 mln €",Węgry,Ferencváros,"1,50 mln €",Kupno,FK Krasnodar,2016/2017
1071,Tornike OkriashviliT. Okriashvili,24,Gruzja,Ofensywny pomocnik,OPM,"1,50 mln €",Belgia,KRC Genk,Bez odstępnego,Kupno,FK Krasnodar,2016/2017
1072,Aleksandr ZhirovA. Zhirov,25,Rosja,Środkowy obrońca,ŚOB,500 tys. €,Rosja,Tom Tomsk,Bez odstępnego,Kupno,FK Krasnodar,2016/2017
1073,Charles KaboréC. Kaboré,28,Burkina Faso,Defensywny pomocnik,DPM,"7,00 mln €",Rosja,Kubań Krasnodar,?,Kupno,FK Krasnodar,2016/2017
1074,Marat IzmailovM. Izmailov,33,Rosja,Środkowy pomocnik,ŚPM,500 tys. €,-,pauzuje,-,Kupno,FK Krasnodar,2016/2017
1075,Odil AkhmedovO. Akhmedov,29,Uzbekistan,Środkowy pomocnik,ŚPM,"7,00 mln €",Chiny,SH SIPG,"7,00 mln €",Sprzedaż,FK Krasnodar,2016/2017
1076,Ragnar SigurdssonR. Sigurdsson,30,Islandia,Środkowy obrońca,ŚOB,"6,00 mln €",Anglia,FC Fulham,"4,70 mln €",Sprzedaż,FK Krasnodar,2016/2017
1077,Eboue KouassiE. Kouassi,19,Wybrzeże Kości Słoniowej,Defensywny pomocnik,DPM,"2,00 mln €",Szkocja,Celtic Glasgow,"3,50 mln €",Sprzedaż,FK Krasnodar,2016/2017
1078,Artur JedrzejczykA. Jedrzejczyk,29,Polska,Środkowy obrońca,ŚOB,"4,00 mln €",Polska,Legia Warszawa,900 tys. €,Sprzedaż,FK Krasnodar,2016/2017
1079,Nikolay MarkovN. Markov,31,Rosja,Prawy obrońca,POB,450 tys. €,Rosja,Kubań Krasnodar,Bez odstępnego,Sprzedaż,FK Krasnodar,2016/2017
1080,Nikita BurmistrovN. Burmistrov,26,Rosja,Lewy napastnik,LNP,500 tys. €,Rosja,Arsenal Tula,Bez odstępnego,Sprzedaż,FK Krasnodar,2016/2017
1081,Marat IzmailovM. Izmailov,34,Rosja,Środkowy pomocnik,ŚPM,300 tys. €,-,pauzuje,-,Sprzedaż,FK Krasnodar,2016/2017
1082,Andrey DikanA. Dikan,38,Ukraina,Bramkarz,BRK,150 tys. €,-,Koniec kariery,-,Sprzedaż,FK Krasnodar,2016/2017
1083,Vyacheslav ZinkovV. Zinkov,23,Rosja,Defensywny pomocnik,DPM,200 tys. €,Rosja,Zenit 2 S-Pb,500 tys. €,Kupno,Krylja Sowietow Samara,2016/2017
1084,Timofey MargasovT. Margasov,24,Rosja,Prawy obrońca,POB,"2,50 mln €",Rosja,Rostov,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1085,Ali GadzhibekovA. Gadzhibekov,27,Rosja,Środkowy obrońca,ŚOB,"1,00 mln €",Rosja,Anży,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1086,Georgi ZotovG. Zotov,27,Rosja,Prawy obrońca,POB,500 tys. €,Rosja,Kubań Krasnodar,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1087,Artem GromovA. Gromov,27,Ukraina,Środkowy napastnik,ŚNP,"1,50 mln €",Ukraina,Dynamo Kijów,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1088,Maksim PavlovM. Pavlov,27,Rosja,Bramkarz,BRK,50 tys. €,Rosja,KamAZ,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1089,Sandro TsveibaS. Tsveiba,23,Rosja,Defensywny pomocnik,DPM,250 tys. €,Kazachstan,Aktöbe,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1090,Srdjan MijailovicS. Mijailovic,23,Serbia,Defensywny pomocnik,DPM,"2,00 mln €",Turcja,Kayserispor,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1091,Pavel KudryashovP. Kudryashov,20,Rosja,Prawy napastnik,PNP,50 tys. €,Rosja,Tom Tomsk,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1092,Aleksandr HlebA. Hleb,35,Białoruś,Ofensywny pomocnik,OPM,300 tys. €,Białoruś,BATE Borysów,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1093,Evgeniy BashkirovE. Bashkirov,24,Rosja,Środkowy pomocnik,ŚPM,750 tys. €,Rosja,Tom Tomsk,Bez odstępnego,Kupno,Krylja Sowietow Samara,2016/2017
1094,Yohan MolloY. Mollo,27,Francja,Lewy napastnik,LNP,"3,00 mln €",Francja,Saint-Étienne,?,Kupno,Krylja Sowietow Samara,2016/2017
1095,Sheldon BateauS. Bateau,25,Trynidad and Tobago,Środkowy obrońca,ŚOB,750 tys. €,Belgia,KV Mechelen,?,Kupno,Krylja Sowietow Samara,2016/2017
1096,Yohan MolloY. Mollo,27,Francja,Lewy napastnik,LNP,"3,50 mln €",Rosja,Zenit,"3,00 mln €",Sprzedaż,Krylja Sowietow Samara,2016/2017
1097,Ibragim TsallagovI. Tsallagov,26,Rosja,Defensywny pomocnik,DPM,"3,00 mln €",Rosja,Zenit,400 tys. €,Sprzedaż,Krylja Sowietow Samara,2016/2017
1098,Timofey MargasovT. Margasov,24,Rosja,Prawy obrońca,POB,"1,80 mln €",Rosja,Loko Moskwa,250 tys. €,Sprzedaż,Krylja Sowietow Samara,2016/2017
1099,Emin MakhmudovE. Makhmudov,24,Azerbejdżan,Środkowy pomocnik,ŚPM,300 tys. €,Portugalia,Boavista,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1100,Georgi GabulovG. Gabulov,27,Rosja,Środkowy pomocnik,ŚPM,"2,00 mln €",Rosja,Orenburg,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1101,Aleksey KontsedalovA. Kontsedalov,26,Rosja,Środkowy obrońca,ŚOB,500 tys. €,Rosja,Baltika,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1102,Aleksey PomerkoA. Pomerko,26,Rosja,Środkowy pomocnik,ŚPM,700 tys. €,Rosja,Orenburg,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1103,Aleksandr EliseevA. Eliseev,24,Rosja,Prawy pomocnik,PPM,250 tys. €,Rosja,Baltika,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1104,Igor GorbatenkoI. Gorbatenko,27,Rosja,Ofensywny pomocnik,OPM,600 tys. €,Rosja,Arsenal Tula,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1105,Junior AhissanJ. Ahissan,19,Wybrzeże Kości Słoniowej,Prawy napastnik,PNP,100 tys. €,Ukraina,Dynamo Kijów II,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1106,Maksim PalienkoM. Palienko,21,Rosja,Ofensywny pomocnik,OPM,350 tys. €,Rosja,Tosno,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1107,Vitali KalenkovichV. Kalenkovich,23,Rosja,Prawy pomocnik,PPM,300 tys. €,Rosja,Baltika,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1108,Jeroen SimaeysJ. Simaeys,31,Belgia,Środkowy obrońca,ŚOB,"1,00 mln €",Belgia,OH Leuven,Bez odstępnego,Sprzedaż,Krylja Sowietow Samara,2016/2017
1109,Adis JahovicA. Jahovic,29,Macedonia Północna,Środkowy napastnik,ŚNP,"1,20 mln €",Turcja,Göztepe,?,Sprzedaż,Krylja Sowietow Samara,2016/2017
1110,Sergey ObivalinS. Obivalin,21,Rosja,Środkowy obrońca,ŚOB,50 tys. €,-,Bez klubu,-,Sprzedaż,Krylja Sowietow Samara,2016/2017
1111,Igor PortnyaginI. Portnyagin,27,Rosja,Środkowy napastnik,ŚNP,"2,00 mln €",Rosja,Rubin Kazań,"3,00 mln €",Kupno,Lokomotiw Moskwa,2016/2017
1112,Delvin N'DingaD. N'Dinga,28,Kongo,Defensywny pomocnik,DPM,"3,50 mln €",Francja,Monaco,"2,50 mln €",Kupno,Lokomotiw Moskwa,2016/2017
1113,Timofey MargasovT. Margasov,24,Rosja,Prawy obrońca,POB,"1,80 mln €",Rosja,KS Samara,250 tys. €,Kupno,Lokomotiw Moskwa,2016/2017
1114,Boris RotenbergB. Rotenberg,30,Finlandia,Prawy obrońca,POB,500 tys. €,Rosja,Dynamo Moskwa,Bez odstępnego,Kupno,Lokomotiw Moskwa,2016/2017
1115,Jefferson FarfánJ. Farfán,32,Peru,Prawy napastnik,PNP,"7,00 mln €",-,Bez klubu,-,Kupno,Lokomotiw Moskwa,2016/2017
1116,Dmitri LoskovD. Loskov,43,Rosja,Ofensywny pomocnik,OPM,-,-,pauzuje,-,Kupno,Lokomotiw Moskwa,2016/2017
1117,Aleksandr SamedovA. Samedov,32,Rosja,Prawy napastnik,PNP,"3,00 mln €",Rosja,Spartak Moskwa,"3,50 mln €",Sprzedaż,Lokomotiw Moskwa,2016/2017
1118,Moubarak BoussoufaM. Boussoufa,31,Maroko,Ofensywny pomocnik,OPM,"2,00 mln €",Zjednaczone Emiraty Arabskie,Al-Jazira,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2016/2017
1119,Jan DuricaJ. Durica,34,Słowacja,Środkowy obrońca,ŚOB,250 tys. €,Turcja,Trabzonspor,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2016/2017
1120,Maksim GrigorjevM. Grigorjev,26,Rosja,Prawy napastnik,PNP,"1,25 mln €",Rosja,Rostov,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2016/2017
1121,Arseni LogashovA. Logashov,25,Rosja,Prawy obrońca,POB,700 tys. €,Rosja,Tosno,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2016/2017
1122,Aleksandr SheshukovA. Sheshukov,33,Rosja,Defensywny pomocnik,DPM,400 tys. €,Rosja,Arsenal Tula,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2016/2017
1123,Michal DurisM. Duris,28,Słowacja,Środkowy napastnik,ŚNP,"1,60 mln €",Czechy,Viktoria Pilzno,600 tys. €,Kupno,FK Orenburg,2016/2017
1124,Denis PopovicD. Popovic,27,Słowenia,Środkowy pomocnik,ŚPM,300 tys. €,Polska,Wisła Kraków,200 tys. €,Kupno,FK Orenburg,2016/2017
1125,Mikhail SivakovM. Sivakov,28,Białoruś,Środkowy obrońca,ŚOB,800 tys. €,Ukraina,Zaria Ługańsk,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1126,Anzor SanaiaA. Sanaia,27,Rosja,Środkowy napastnik,ŚNP,350 tys. €,Rosja,Tom Tomsk,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1127,Aleksandr GutorA. Gutor,27,Białoruś,Bramkarz,BRK,900 tys. €,Białoruś,Dinamo Minsk,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1128,Aleksandr KatsalapovA. Katsalapov,30,Rosja,Lewy obrońca,LOB,300 tys. €,Rosja,Ufa,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1129,Elguja LobjanidzeE. Lobjanidze,24,Gruzja,Środkowy napastnik,ŚNP,250 tys. €,Gruzja,Dinamo Batumi,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1130,Yacouba BambaY. Bamba,24,Wybrzeże Kości Słoniowej,Ofensywny pomocnik,OPM,300 tys. €,Mołdawia,Zarea Bielce,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1131,Aleksey PomerkoA. Pomerko,26,Rosja,Środkowy pomocnik,ŚPM,700 tys. €,Rosja,KS Samara,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1132,Ivica ZunicI. Zunic,27,Chorwacja,Środkowy obrońca,ŚOB,600 tys. €,Ukraina,Wołyń Łuck,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1133,Blagoy GeorgievB. Georgiev,34,Bułgaria,Środkowy pomocnik,ŚPM,300 tys. €,Rosja,Rubin Kazań,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1134,Pavel NekhajchikP. Nekhajchik,27,Białoruś,Lewy napastnik,LNP,"1,20 mln €",Rosja,Tom Tomsk,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1135,Aleksandr PrudnikovA. Prudnikov,27,Rosja,Środkowy napastnik,ŚNP,500 tys. €,Rosja,Amkar Perm,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1136,Georgi GabulovG. Gabulov,27,Rosja,Środkowy pomocnik,ŚPM,"2,00 mln €",Rosja,KS Samara,Bez odstępnego,Kupno,FK Orenburg,2016/2017
1137,Stanislav DragunS. Dragun,28,Białoruś,Środkowy pomocnik,ŚPM,"1,20 mln €",Rosja,Dynamo Moskwa,?,Kupno,FK Orenburg,2016/2017
1138,Kamalutdin AkhmedovK. Akhmedov,30,Rosja,Środkowy obrońca,ŚOB,150 tys. €,Rosja,Tyumen,Bez odstępnego,Sprzedaż,FK Orenburg,2016/2017
1139,Anton KobyalkoA. Kobyalko,30,Rosja,Środkowy napastnik,ŚNP,250 tys. €,Rosja,SKA Khabarovsk,Bez odstępnego,Sprzedaż,FK Orenburg,2016/2017
1140,Aleksey DruzinA. Druzin,29,Rosja,Ofensywny pomocnik,OPM,600 tys. €,Rosja,SKA Khabarovsk,Bez odstępnego,Sprzedaż,FK Orenburg,2016/2017
1141,Khyzyr AppaevK. Appaev,26,Rosja,Środkowy napastnik,ŚNP,400 tys. €,Rosja,Arsenal Tula,Bez odstępnego,Sprzedaż,FK Orenburg,2016/2017
1142,Arturs ZjuzinsA. Zjuzins,25,Łotwa,Środkowy pomocnik,ŚPM,400 tys. €,Rosja,Tambov,Bez odstępnego,Sprzedaż,FK Orenburg,2016/2017
1143,Aleksandr PrudnikovA. Prudnikov,27,Rosja,Środkowy napastnik,ŚNP,400 tys. €,Rosja,Anży,Bez odstępnego,Sprzedaż,FK Orenburg,2016/2017
